customer_id,invoice_id,payment_id,customer_segment,credit_limit,invoice_date,due_date,payment_term_days,invoice_amount,amount_paid,balance_due,invoice_status,late_payment,payment_date,payment_amount
CUST-001660,INV-0021929,PAY-0023615,Mid-Market,26705.76,2024-11-29,2024-12-29,30,1029.07,1029.07,0.0,Paid,False,2024-12-23,1029.07
CUST-001669,INV-0021930,PAY-0023616,Enterprise,190084.24,2024-12-01,2025-01-15,45,747.99,747.99,0.0,Paid,True,2025-01-25,747.99
CUST-001669,INV-0021931,PAY-0023617,Enterprise,190084.24,2024-11-26,2025-01-10,45,967.0,967.0,0.0,Paid,False,2025-01-04,967.0
CUST-001669,INV-0021932,PAY-0023618,Enterprise,190084.24,2024-11-28,2025-01-12,45,154.59,154.59,0.0,Paid,False,2025-01-08,154.59
CUST-001670,INV-0021933,PAY-0023619,Enterprise,468628.45,2024-11-30,2025-01-29,60,177.02,177.02,0.0,Paid,False,2025-01-22,177.02
CUST-001671,INV-0021934,PAY-0023620,Small Business,8657.44,2024-12-01,2024-12-16,15,1221.51,1221.51,0.0,Paid,False,2024-12-15,1221.51
CUST-001673,INV-0021935,PAY-0023621,Enterprise,337805.43,2024-11-26,2025-01-10,45,1110.01,1110.01,0.0,Paid,False,2025-01-04,1110.01
CUST-001673,INV-0021936,PAY-0023622,Enterprise,337805.43,2024-11-28,2025-01-12,45,1837.71,1837.71,0.0,Paid,False,2025-01-11,1837.71
CUST-001677,INV-0021937,PAY-0023623,Enterprise,268302.59,2024-11-27,2024-12-12,15,248.66,248.66,0.0,Paid,True,2024-12-07,78.92
CUST-001677,INV-0021937,PAY-0023624,Enterprise,268302.59,2024-11-27,2024-12-12,15,248.66,248.66,0.0,Paid,True,2024-12-20,169.74
CUST-001687,INV-0021938,PAY-0023625,Enterprise,100381.12,2024-11-28,2025-01-12,45,493.81,493.81,0.0,Paid,False,2025-01-02,493.81
CUST-001687,INV-0021939,PAY-0023626,Enterprise,100381.12,2024-11-25,2025-01-09,45,142.19,142.19,0.0,Paid,False,2025-01-05,142.19
CUST-001689,INV-0021940,PAY-0023627,Mid-Market,16275.58,2024-12-02,2024-12-17,15,865.33,865.33,0.0,Paid,False,2024-12-15,865.33
CUST-001689,INV-0021941,PAY-0023628,Mid-Market,16275.58,2024-11-28,2024-12-13,15,53.69,53.69,0.0,Paid,False,2024-12-05,53.69
CUST-001698,INV-0021942,PAY-0023629,Enterprise,130729.83,2024-11-30,2024-12-30,30,564.0,564.0,0.0,Paid,False,2024-12-20,564.0
CUST-001706,INV-0021943,PAY-0023630,Mid-Market,42613.18,2024-11-28,2025-01-12,45,635.54,635.54,0.0,Paid,False,2025-01-12,635.54
CUST-001713,INV-0021944,PAY-0023631,Enterprise,413012.54,2024-11-29,2025-01-13,45,55.13,55.13,0.0,Paid,True,2025-01-08,22.3
CUST-001713,INV-0021944,PAY-0023632,Enterprise,413012.54,2024-11-29,2025-01-13,45,55.13,55.13,0.0,Paid,True,2025-01-22,32.83
CUST-001714,INV-0021945,PAY-0023633,Small Business,13371.68,2024-11-29,2024-12-14,15,44.62,44.62,0.0,Paid,False,2024-12-04,44.62
CUST-001717,INV-0021946,PAY-0023634,Enterprise,375931.02,2024-11-26,2025-01-10,45,1549.73,1549.73,0.0,Paid,True,2025-02-04,1549.73
CUST-001717,INV-0021947,PAY-0023635,Enterprise,375931.02,2024-11-28,2025-01-12,45,313.23,313.23,0.0,Paid,True,2025-02-02,313.23
CUST-001717,INV-0021948,PAY-0023636,Enterprise,375931.02,2024-11-28,2025-01-12,45,351.15,351.15,0.0,Paid,False,2025-01-07,351.15
CUST-001720,INV-0021949,PAY-0023637,Small Business,7368.82,2024-11-30,2024-12-30,30,158.21,158.21,0.0,Paid,False,2024-12-22,158.21
CUST-001726,INV-0021950,PAY-0023638,Small Business,12703.33,2024-11-30,2024-12-30,30,66.33,66.33,0.0,Paid,False,2024-12-23,66.33
CUST-001727,INV-0021951,PAY-0023639,Mid-Market,45308.46,2024-11-28,2024-12-13,15,388.48,388.48,0.0,Paid,False,2024-12-12,388.48
CUST-001728,INV-0021952,PAY-0023640,Enterprise,447882.53,2024-11-25,2024-12-10,15,1075.89,1075.89,0.0,Paid,False,2024-12-02,1075.89
CUST-001729,INV-0021953,PAY-0023641,Mid-Market,34722.18,2024-11-30,2024-12-30,30,73.57,73.57,0.0,Paid,False,2024-12-21,73.57
CUST-001734,INV-0021954,PAY-0023642,Small Business,4760.15,2024-11-27,2024-12-12,15,125.3,125.3,0.0,Paid,False,2024-12-09,125.3
CUST-001735,INV-0021955,PAY-0023643,Mid-Market,46485.18,2024-11-28,2024-12-28,30,1372.6,1372.6,0.0,Paid,True,2024-12-25,851.61
CUST-001735,INV-0021955,PAY-0023644,Mid-Market,46485.18,2024-11-28,2024-12-28,30,1372.6,1372.6,0.0,Paid,True,2025-01-15,520.99
CUST-001735,INV-0021956,PAY-0023645,Mid-Market,46485.18,2024-12-01,2024-12-31,30,43.42,43.42,0.0,Paid,True,2025-01-18,43.42
CUST-001739,INV-0021957,PAY-0023646,Small Business,7919.21,2024-11-25,2024-12-10,15,394.47,394.47,0.0,Paid,False,2024-12-05,394.47
CUST-001741,INV-0021958,PAY-0023647,Mid-Market,74770.15,2024-11-28,2024-12-28,30,1120.32,1120.32,0.0,Paid,False,2024-12-27,1120.32
CUST-001743,INV-0021959,PAY-0023648,Small Business,13201.14,2024-11-29,2024-12-14,15,3734.31,3734.31,0.0,Paid,False,2024-12-14,3734.31
CUST-001744,INV-0021960,PAY-0023649,Enterprise,473542.4,2024-11-27,2024-12-27,30,621.68,621.68,0.0,Paid,False,2024-12-23,621.68
CUST-001746,INV-0021961,PAY-0023650,Enterprise,266556.16,2024-11-27,2024-12-12,15,47.67,47.67,0.0,Paid,False,2024-12-09,47.67
CUST-001747,INV-0021962,PAY-0023651,Mid-Market,51308.91,2024-11-27,2024-12-27,30,981.79,981.79,0.0,Paid,False,2024-12-24,981.79
CUST-001749,INV-0021963,PAY-0023652,Enterprise,343321.39,2024-11-26,2025-01-10,45,1659.92,1659.92,0.0,Paid,False,2025-01-07,1659.92
CUST-001749,INV-0021963,PAY-0576134,Enterprise,343321.39,2024-11-26,2025-01-10,45,1659.92,1659.92,0.0,Paid,False,2025-01-07,1659.92
CUST-001750,INV-0021964,PAY-0023653,Mid-Market,27336.01,2024-11-28,2025-01-12,45,128.04,128.04,0.0,Paid,False,2025-01-09,128.04
CUST-001759,INV-0021965,PAY-0023654,Enterprise,167768.22,2024-11-29,2025-01-28,60,2204.38,2204.38,0.0,Paid,False,2025-01-18,2204.38
CUST-001763,INV-0021966,PAY-0023655,Mid-Market,34512.7,2024-11-27,2024-12-12,15,1154.81,1154.81,0.0,Paid,False,2024-12-05,1154.81
CUST-001773,INV-0021967,PAY-0023656,Small Business,4078.64,2024-11-28,2024-12-13,15,289.85,289.85,0.0,Paid,True,2024-12-12,107.86
CUST-001773,INV-0021967,PAY-0023657,Small Business,4078.64,2024-11-28,2024-12-13,15,289.85,289.85,0.0,Paid,True,2024-12-21,181.99
CUST-001780,INV-0021968,PAY-0023658,Enterprise,265193.37,2024-11-26,2025-01-25,60,227.85,227.85,0.0,Paid,True,2025-01-25,128.46
CUST-001780,INV-0021968,PAY-0023659,Enterprise,265193.37,2024-11-26,2025-01-25,60,227.85,227.85,0.0,Paid,True,2025-02-01,99.39
CUST-001780,INV-0021969,PAY-0023660,Enterprise,265193.37,2024-11-29,2025-01-28,60,7188.11,7188.11,0.0,Paid,True,2025-02-20,7188.11
CUST-001784,INV-0021970,PAY-0023661,Enterprise,492392.3,2024-12-02,2025-01-31,60,1302.51,1302.51,0.0,Paid,False,2025-01-26,1302.51
CUST-001784,INV-0021971,PAY-0023662,Enterprise,492392.3,2024-11-27,2025-01-26,60,9432.57,9432.57,0.0,Paid,False,2025-01-22,9432.57
CUST-001792,INV-0021972,PAY-0023663,Small Business,14601.55,2024-11-26,2024-12-11,15,1953.1,1953.1,0.0,Paid,False,2024-12-07,1953.1
CUST-001793,INV-0021973,PAY-0023664,Mid-Market,39038.07,2024-11-28,2024-12-28,30,1444.91,1444.91,0.0,Paid,False,2024-12-27,1444.91
CUST-001802,INV-0021974,PAY-0023665,Enterprise,452345.96,2024-11-27,2025-01-26,60,174.24,174.24,0.0,Paid,True,2025-01-26,94.61
CUST-001802,INV-0021974,PAY-0023666,Enterprise,452345.96,2024-11-27,2025-01-26,60,174.24,174.24,0.0,Paid,True,2025-01-27,79.63
CUST-001805,INV-0021975,PAY-0023667,Enterprise,263102.69,2024-11-27,2024-12-27,30,1098.6,1098.6,0.0,Paid,False,2024-12-22,1098.6
CUST-001805,INV-0021976,PAY-0023668,Enterprise,263102.69,2024-11-27,2024-12-27,30,3764.61,3764.61,0.0,Paid,False,2024-12-26,3764.61
CUST-001805,INV-0021977,PAY-0023669,Enterprise,263102.69,2024-11-27,2024-12-27,30,396.01,396.01,0.0,Paid,False,2024-12-18,396.01
CUST-001806,INV-0021978,PAY-0023670,Enterprise,143039.81,2024-11-29,2025-01-13,45,7241.75,7241.75,0.0,Paid,False,2025-01-09,7241.75
CUST-001806,INV-0021979,PAY-0023671,Enterprise,143039.81,2024-11-29,2025-01-13,45,26.89,26.89,0.0,Paid,True,2025-02-09,26.89
CUST-001807,INV-0021980,PAY-0023672,Small Business,8561.39,2024-12-01,2024-12-31,30,1381.53,1381.53,0.0,Paid,True,2025-01-11,1381.53
CUST-001810,INV-0021981,PAY-0023673,Mid-Market,74002.77,2024-11-30,2025-01-14,45,1467.72,1467.72,0.0,Paid,True,2025-01-19,1467.72
CUST-001812,INV-0021982,PAY-0023674,Small Business,7632.92,2024-11-28,2024-12-13,15,89.5,89.5,0.0,Paid,False,2024-12-10,89.5
CUST-001816,INV-0021983,PAY-0023675,Mid-Market,11822.65,2024-11-28,2025-01-12,45,4760.87,4760.87,0.0,Paid,False,2025-01-12,4760.87
CUST-001816,INV-0021984,PAY-0023676,Mid-Market,11822.65,2024-11-30,2025-01-14,45,3529.15,3529.15,0.0,Paid,False,2025-01-08,3529.15
CUST-001830,INV-0021985,PAY-0023677,Small Business,5835.54,2024-11-25,2024-12-10,15,13255.48,13255.48,0.0,Paid,True,2024-12-28,13255.48
CUST-001832,INV-0021986,,Small Business,10437.01,2024-12-01,2024-12-16,15,503.07,503.07,0.0,Paid,False,,
CUST-001837,INV-0021987,PAY-0023679,Small Business,6778.02,2024-11-25,2024-12-25,30,21.39,21.39,0.0,Paid,True,2025-01-16,21.39
CUST-001854,INV-0021988,PAY-0023680,Enterprise,354126.06,2024-11-29,2024-12-29,30,401.6,401.6,0.0,Paid,False,2024-12-23,401.6
CUST-001860,INV-0021989,PAY-0023681,Small Business,10232.56,2024-11-28,2024-12-13,15,667.17,667.17,0.0,Paid,True,2024-12-20,667.17
CUST-001869,INV-0021990,PAY-0023682,Enterprise,237770.75,2024-11-26,2024-12-11,15,93.06,93.06,0.0,Paid,False,2024-12-08,93.06
CUST-001869,INV-0021991,PAY-0023683,Enterprise,237770.75,2024-11-28,2024-12-13,15,200.29,200.29,0.0,Paid,False,2024-12-10,200.29
CUST-001873,INV-0021992,PAY-0023684,Enterprise,158903.7,2024-11-27,2024-12-27,30,948.18,948.18,0.0,Paid,True,2024-12-31,948.18
CUST-001888,INV-0021993,PAY-0023685,Mid-Market,12832.96,2024-11-28,2024-12-28,30,461.05,461.05,0.0,Paid,False,2024-12-22,461.05
CUST-001893,INV-0021994,PAY-0023686,Enterprise,87363.13,2024-11-30,2024-12-30,30,26.36,26.36,0.0,Paid,False,2024-12-25,26.36
CUST-001894,INV-0021995,PAY-0023687,Mid-Market,24545.97,2024-11-26,2024-12-11,15,191.17,191.17,0.0,Paid,False,2024-12-05,191.17
CUST-001897,INV-0021996,PAY-0023688,Small Business,3548.55,2024-11-27,2024-12-27,30,235.64,235.64,0.0,Paid,True,2025-02-14,235.64
CUST-001906,INV-0021997,PAY-0023689,Enterprise,420438.39,2024-11-28,2024-12-13,15,2642.88,2642.88,0.0,Paid,False,2024-12-05,2642.88
CUST-001906,INV-0021998,PAY-0023690,Enterprise,420438.39,2024-11-25,2024-12-10,15,280.06,280.06,0.0,Paid,True,2025-01-04,280.06
CUST-001911,INV-0021999,PAY-0023691,Mid-Market,15121.24,2024-12-03,2025-01-02,30,2312.49,2312.49,0.0,Paid,False,2024-12-28,2312.49
CUST-001912,INV-0022000,PAY-0023692,Mid-Market,23461.55,2024-11-26,2024-12-11,15,5159.38,5159.38,0.0,Paid,False,2024-12-06,5159.38
CUST-001919,INV-0022001,PAY-0023693,Enterprise,159110.65,2024-11-26,2025-01-10,45,102.18,102.18,0.0,Paid,False,2025-01-09,102.18
CUST-001919,INV-0022002,PAY-0023694,Enterprise,159110.65,2024-11-30,2025-01-14,45,4374.34,4374.34,0.0,Paid,True,2025-01-27,4374.34
CUST-001921,INV-0022003,PAY-0023695,Mid-Market,28890.19,2024-11-27,2024-12-27,30,50.25,50.25,0.0,Paid,True,2025-01-13,50.25
CUST-001924,INV-0022004,PAY-0023696,Small Business,11334.59,2024-11-27,2024-12-27,30,300.96,300.96,0.0,Paid,True,2025-01-08,300.96
CUST-001932,INV-0022005,PAY-0023697,Enterprise,387640.07,2024-12-01,2025-01-15,45,4848.02,4848.02,0.0,Paid,True,2025-01-27,4848.02
CUST-001934,INV-0022006,PAY-0023698,Enterprise,203753.52,2024-11-26,2025-01-25,60,19.99,19.99,0.0,Paid,False,2025-01-23,19.99
CUST-001934,INV-0022007,PAY-0023699,Enterprise,203753.52,2024-11-27,2025-01-26,60,956.09,956.09,0.0,Paid,False,2025-01-23,956.09
CUST-001941,INV-0022008,PAY-0023700,Mid-Market,71360.72,2024-11-26,2024-12-26,30,48.96,48.96,0.0,Paid,False,2024-12-20,48.96
CUST-001949,INV-0022009,PAY-0023701,Mid-Market,41683.81,2024-11-29,2024-12-14,15,106.22,106.22,0.0,Paid,False,2024-12-14,106.22
CUST-001950,INV-0022010,PAY-0023702,Enterprise,73401.64,2024-11-25,2025-01-09,45,281.6,281.6,0.0,Paid,True,2025-01-12,281.6
CUST-001952,INV-0022011,PAY-0023703,Small Business,2806.12,2024-11-30,2024-12-30,30,129.6,129.6,0.0,Paid,True,2025-01-09,129.6
CUST-001953,INV-0022012,PAY-0023704,Mid-Market,10431.16,2024-11-27,2025-01-11,45,2150.87,2150.87,0.0,Paid,False,2025-01-02,2150.87
CUST-001954,INV-0022013,PAY-0023705,Mid-Market,55837.27,2024-11-30,2024-12-15,15,80.32,80.32,0.0,Paid,False,2024-12-15,80.32
CUST-001958,INV-0022014,PAY-0023706,Mid-Market,33812.99,2024-11-27,2024-12-27,30,1703.16,1703.16,0.0,Paid,True,2025-01-03,1703.16
CUST-001959,INV-0022015,PAY-0023707,Small Business,12555.08,2024-11-28,2025-01-12,45,231.66,231.66,0.0,Paid,False,2025-01-03,231.66
CUST-001966,INV-0022016,PAY-0023708,Mid-Market,64914.87,2024-12-01,2024-12-31,30,571.76,571.76,0.0,Paid,False,2024-12-28,571.76
CUST-001976,INV-0022017,PAY-0023709,Enterprise,471765.17,2024-11-27,2024-12-12,15,1311.35,1311.35,0.0,Paid,False,2024-12-02,1311.35
CUST-001982,INV-0022018,PAY-0023710,Small Business,5920.5,2024-11-26,2024-12-26,30,1283.66,1283.66,0.0,Paid,False,2024-12-17,1283.66
CUST-001985,INV-0022019,PAY-0023711,Enterprise,106110.54,11/28/2024,2025-01-12,45,4840.02,4840.02,0.0,Paid,True,2025-01-13,4840.02
CUST-001986,INV-0022020,PAY-0023712,Small Business,1850.85,2024-11-27,2024-12-27,30,268.78,268.78,0.0,Paid,False,2024-12-24,268.78
CUST-001987,INV-0022021,PAY-0023713,Enterprise,405992.7,2024-11-29,2025-01-13,45,65.15,65.15,0.0,Paid,False,2025-01-13,65.15
CUST-001987,INV-0022022,PAY-0023714,Enterprise,405992.7,2024-11-26,2025-01-10,45,27.97,27.97,0.0,Paid,True,2025-01-06,15.18
CUST-001987,INV-0022022,PAY-0023715,Enterprise,405992.7,2024-11-26,2025-01-10,45,27.97,27.97,0.0,Paid,True,2025-01-18,12.79
CUST-001996,INV-0022023,PAY-0023716,Mid-Market,47603.13,2024-12-02,2025-01-01,30,38.22,38.22,0.0,Paid,False,2024-12-28,38.22
CUST-001996,INV-0022024,PAY-0023717,Mid-Market,47603.13,2024-11-30,2024-12-30,30,119.7,119.7,0.0,Paid,False,2024-12-24,119.7
CUST-001998,INV-0022025,PAY-0023718,Small Business,10365.95,2024-12-01,2024-12-16,15,718.33,718.33,0.0,Paid,False,2024-12-07,718.33
CUST-002005,INV-0022026,PAY-0023719,Mid-Market,46711.6,2024-11-28,2024-12-13,15,620.46,620.46,0.0,Paid,False,2024-12-04,620.46
CUST-002005,INV-0022027,PAY-0023720,Mid-Market,46711.6,2024-11-27,2024-12-12,15,716.49,716.49,0.0,Paid,False,2024-12-08,716.49
CUST-002012,INV-0022028,PAY-0023721,Enterprise,325205.79,2024-11-29,2024-12-29,30,122.61,122.61,0.0,Paid,False,2024-12-29,122.61
CUST-002019,INV-0022029,PAY-0023722,Small Business,2766.4,2024-11-28,2024-12-28,30,206.81,206.81,0.0,Paid,False,2024-12-24,206.81
CUST-002019,INV-0022030,PAY-0023723,Small Business,2766.4,2024-11-25,2024-12-25,30,1204.56,1204.56,0.0,Paid,False,2024-12-15,1204.56
CUST-002022,INV-0022031,PAY-0023724,Mid-Market,74534.62,2024-11-27,2024-12-27,30,23.27,23.27,0.0,Paid,False,2024-12-26,23.27
CUST-002030,INV-0022032,PAY-0023725,Mid-Market,73076.74,2024-12-01,2025-01-15,45,1372.53,1372.53,0.0,Paid,False,2025-01-06,1372.53
CUST-002041,INV-0022033,PAY-0023726,Small Business,1632.76,2024-11-29,2024-12-14,15,1334.18,1334.18,0.0,Paid,True,2025-01-04,1334.18
CUST-002054,INV-0022034,PAY-0023727,Small Business,7595.89,2024-11-26,2024-12-26,30,512.23,512.23,0.0,Paid,True,2025-02-01,512.23
CUST-002057,INV-0022035,PAY-0023728,Small Business,9018.82,2024-11-29,2024-12-29,30,47.64,47.64,0.0,Paid,False,2024-12-23,47.64
CUST-002059,INV-0022036,PAY-0023729,Enterprise,222311.87,2024-11-30,2025-01-14,45,2678.77,2678.77,0.0,Paid,False,2025-01-10,2678.77
CUST-002069,INV-0022037,PAY-0023730,Small Business,10677.59,2024-11-29,2024-12-14,15,3493.55,3493.55,0.0,Paid,False,2024-12-04,3493.55
CUST-002079,INV-0022038,PAY-0023731,Mid-Market,12702.66,2024-11-28,2025-01-12,45,403.8,403.8,0.0,Paid,True,2025-01-24,403.8
CUST-002085,INV-0022039,PAY-0023732,Mid-Market,61644.52,2024-11-28,2025-01-12,45,65.78,65.78,0.0,Paid,True,2025-03-05,65.78
CUST-002086,INV-0022040,PAY-0023733,Mid-Market,61155.05,2024-11-27,2024-12-27,30,162.81,162.81,0.0,Paid,False,2024-12-24,162.81
CUST-002089,INV-0022041,PAY-0023734,Enterprise,146804.4,2024-11-29,2025-01-28,60,4607.82,4607.82,0.0,Paid,False,2025-01-20,4607.82
CUST-002100,INV-0022042,PAY-0023735,Small Business,7840.66,2024-11-29,2025-01-13,45,4106.08,4106.08,0.0,Paid,False,2025-01-04,4106.08
CUST-002110,INV-0022043,PAY-0023736,Enterprise,327982.59,2024-11-30,2025-01-14,45,121.78,121.78,0.0,Paid,True,2025-01-19,121.78
CUST-002115,INV-0022044,PAY-0023737,Mid-Market,46400.02,2024-12-01,2024-12-16,15,757.66,757.66,0.0,Paid,True,2024-12-24,757.66
CUST-002116,INV-0022045,PAY-0023738,Mid-Market,60007.47,2024-11-26,2024-12-26,30,1498.58,1498.58,0.0,Paid,False,2024-12-25,1498.58
CUST-002118,INV-0022046,PAY-0023739,Small Business,3384.69,2024-11-26,2024-12-26,30,584.15,584.15,0.0,Paid,True,2025-01-10,584.15
CUST-002123,INV-0022047,PAY-0023740,Mid-Market,55367.9,27-11-2024,2025-01-11,45,300.33,300.33,0.0,Paid,False,2025-01-08,300.33
CUST-002127,INV-0022048,PAY-0023741,Small Business,5033.31,2024-11-29,2024-12-29,30,178.02,178.02,0.0,Paid,True,2024-12-28,112.46
CUST-002127,INV-0022048,PAY-0023742,Small Business,5033.31,2024-11-29,2024-12-29,30,178.02,178.02,0.0,Paid,True,2025-01-09,65.56
CUST-002128,INV-0022049,PAY-0023743,Mid-Market,33329.18,2024-11-29,2024-12-14,15,396.02,396.02,0.0,Paid,False,2024-12-04,396.02
CUST-002129,INV-0022050,PAY-0023744,Enterprise,105923.45,2024-11-27,2024-12-12,15,5913.89,5913.89,0.0,Paid,False,2024-12-04,5913.89
CUST-002129,INV-0022051,PAY-0023745,Enterprise,105923.45,2024-11-27,2024-12-12,15,420.28,420.28,0.0,Paid,False,2024-12-05,420.28
CUST-002131,INV-0022052,PAY-0023746,Enterprise,397584.19,2024-12-01,2024-12-31,30,137.64,137.64,0.0,Paid,False,2024-12-27,137.64
CUST-002131,INV-0022053,PAY-0023747,Enterprise,397584.19,2024-11-28,2024-12-28,30,151.19,151.19,0.0,Paid,False,2024-12-23,151.19
CUST-002132,INV-0022054,PAY-0023748,Small Business,5785.88,2024-11-30,2025-01-14,45,107.2,107.2,0.0,Paid,True,2025-02-07,107.2
CUST-002136,INV-0022055,PAY-0023749,Small Business,5596.92,2024-11-30,2024-12-30,30,1880.65,1880.65,0.0,Paid,False,2024-12-20,1880.65
CUST-002143,INV-0022056,PAY-0023750,Enterprise,494694.49,2024-11-29,2025-01-28,60,630.31,630.31,0.0,Paid,True,2025-03-08,630.31
CUST-002144,INV-0022057,PAY-0023751,Enterprise,67071.42,2024-11-28,2025-01-12,45,1888.64,1888.64,0.0,Paid,True,2025-01-13,1888.64
CUST-002144,INV-0022058,PAY-0023752,Enterprise,67071.42,2024-11-30,2025-01-14,45,164.25,164.25,0.0,Paid,False,2025-01-09,164.25
CUST-002145,INV-0022059,PAY-0023753,Mid-Market,51934.27,2024-12-01,2025-01-15,45,40.26,40.26,0.0,Paid,False,2025-01-07,40.26
CUST-002152,INV-0022060,PAY-0023754,Mid-Market,18280.96,2024-11-29,2025-01-13,45,421.45,421.45,0.0,Paid,False,2025-01-12,421.45
CUST-002165,INV-0022061,PAY-0023755,Small Business,8135.55,2024-11-30,2024-12-30,30,14692.24,14692.24,0.0,Paid,True,2025-03-05,14692.24
CUST-002166,INV-0022062,PAY-0023756,Mid-Market,72499.54,2024-11-26,2024-12-26,30,35.01,35.01,0.0,Paid,False,2024-12-17,35.01
CUST-002166,INV-0022063,PAY-0023757,Mid-Market,72499.54,2024-11-27,2024-12-27,30,1365.65,1365.65,0.0,Paid,True,2025-01-19,1365.65
CUST-002166,INV-0022064,PAY-0023758,Mid-Market,72499.54,2024-11-28,2024-12-28,30,834.14,834.14,0.0,Paid,False,2024-12-23,834.14
CUST-002169,INV-0022065,PAY-0023759,Small Business,3046.84,2024-11-25,2024-12-25,30,185.94,185.94,0.0,Paid,False,2024-12-21,185.94
CUST-002170,INV-0022066,PAY-0023760,Mid-Market,39013.09,2024-11-29,2024-12-29,30,4022.49,4022.49,0.0,Paid,False,2024-12-23,4022.49
CUST-002173,INV-0022067,PAY-0023761,Small Business,5263.6,2024-11-29,2024-12-14,15,1366.66,1366.66,0.0,Paid,False,2024-12-10,1366.66
CUST-002183,INV-0022068,PAY-0023762,Small Business,1154.42,2024-12-01,2024-12-16,15,279.68,279.68,0.0,Paid,False,2024-12-09,279.68
CUST-002193,INV-0022069,PAY-0023763,Mid-Market,33719.59,2024-11-30,2024-12-15,15,370.91,370.91,0.0,Paid,False,2024-12-15,370.91
CUST-002199,INV-0022070,PAY-0023764,Enterprise,430340.41,2024-11-26,2025-01-25,60,82.79,82.79,0.0,Paid,False,2025-01-25,82.79
CUST-002207,INV-0022071,PAY-0023765,Enterprise,466698.95,2024-11-29,2024-12-29,30,7822.76,7822.76,0.0,Paid,False,2024-12-22,7822.76
CUST-002207,INV-0022072,PAY-0023766,Enterprise,466698.95,2024-11-27,2024-12-27,30,5153.42,5153.42,0.0,Paid,False,2024-12-27,5153.42
CUST-002213,INV-0022073,PAY-0023767,Small Business,9898.81,2024-11-28,2024-12-28,30,7217.52,7217.52,0.0,Paid,False,2024-12-22,7217.52
CUST-002215,INV-0022074,PAY-0023768,Enterprise,334381.7,2024-11-27,2024-12-12,15,21.56,21.56,0.0,Paid,False,2024-12-11,21.56
CUST-002216,INV-0022075,PAY-0023769,Small Business,9853.97,2024-12-02,2025-01-01,30,1306.64,1306.64,0.0,Paid,True,2025-01-18,1306.64
CUST-002231,INV-0022076,PAY-0023770,Mid-Market,52525.06,2024-11-27,2024-12-27,30,202.64,202.64,0.0,Paid,False,2024-12-17,202.64
CUST-002231,INV-0022077,PAY-0023771,Mid-Market,52525.06,2024-11-25,2024-12-25,30,523.3,523.3,0.0,Paid,True,2025-01-30,523.3
CUST-002238,INV-0022078,PAY-0023772,Small Business,14408.38,2024-12-01,2024-12-31,30,42.4,42.4,0.0,Paid,False,2024-12-23,42.4
CUST-002240,INV-0022079,PAY-0023773,Mid-Market,61970.94,2024-11-26,2024-12-11,15,401.08,401.08,0.0,Paid,False,2024-12-06,401.08
CUST-002240,INV-0022080,PAY-0023774,Mid-Market,61970.94,2024-11-25,2024-12-10,15,264.82,264.82,0.0,Paid,False,2024-12-06,264.82
CUST-002242,INV-0022081,PAY-0023775,Enterprise,313502.8,2024-11-26,2025-01-25,60,1926.99,1926.99,0.0,Paid,True,2025-02-10,1926.99
CUST-002243,INV-0022082,PAY-0023776,Small Business,10842.89,2024-11-28,2024-12-28,30,5307.92,5307.92,0.0,Paid,False,2024-12-18,5307.92
CUST-002244,INV-0022083,PAY-0023777,Small Business,3487.38,2024-11-29,2024-12-14,15,365.11,365.11,0.0,Paid,False,2024-12-06,365.11
CUST-002249,INV-0022084,PAY-0023778,Mid-Market,69353.87,2024-11-25,2024-12-25,30,4200.77,4200.77,0.0,Paid,True,2024-12-21,1353.52
CUST-002249,INV-0022084,PAY-0023779,Mid-Market,69353.87,2024-11-25,2024-12-25,30,4200.77,4200.77,0.0,Paid,True,2025-01-16,2847.25
CUST-002249,INV-0022085,PAY-0023780,Mid-Market,69353.87,2024-11-28,2024-12-28,30,165.64,165.64,0.0,Paid,False,2024-12-26,165.64
CUST-002255,INV-0022086,PAY-0023781,Mid-Market,44528.6,2024-11-25,2025-01-09,45,116.14,116.14,0.0,Paid,False,2025-01-05,116.14
CUST-002260,INV-0022087,PAY-0023782,Small Business,5313.15,2024-11-27,2025-01-11,45,887.67,887.67,0.0,Paid,False,2025-01-04,887.67
CUST-002262,INV-0022088,PAY-0023783,Enterprise,404225.74,2024-11-29,2025-01-28,60,2487.05,2487.05,0.0,Paid,True,2025-02-11,2487.05
CUST-002267,INV-0022089,PAY-0023784,Enterprise,476541.5,2024-11-27,2024-12-27,30,904.93,904.93,0.0,Paid,False,2024-12-24,904.93
CUST-002272,INV-0022090,PAY-0023785,Small Business,8112.08,2024-11-26,2024-12-26,30,1767.43,1767.43,0.0,Paid,True,2025-01-22,1767.43
CUST-002279,INV-0022091,PAY-0023786,Mid-Market,10675.71,2024-11-28,2025-01-12,45,29.8,29.8,0.0,Paid,False,2025-01-06,29.8
CUST-002286,INV-0022092,PAY-0023787,Enterprise,257916.76,2024-11-25,2025-01-24,60,303.13,303.13,0.0,Paid,False,2025-01-15,303.13
CUST-002306,INV-0022093,PAY-0023788,Small Business,3391.72,2024-11-25,2024-12-10,15,44.99,44.99,0.0,Paid,False,2024-12-01,44.99
CUST-002316,INV-0022094,PAY-0023789,Enterprise,355861.27,2024-11-29,2025-01-13,45,83.58,83.58,0.0,Paid,False,2025-01-12,83.58
